galaxy,points,aM_HRC0_si,aM_HRC0_over_match,chi2_HRC0,chi2red_HRC0,success_HRC0,aM_HRC0_freeML_si,aM_HRC0_freeML_over_match,ups_disk_HRC0_freeML,chi2_HRC0_freeML,chi2red_HRC0_freeML,success_HRC0_freeML,aM_HRC3_si,aM_HRC3_over_match,chi2_HRC3,chi2red_HRC3,success_HRC3,aM_HRC3_freeML_si,aM_HRC3_freeML_over_match,ups_disk_HRC3_freeML,chi2_HRC3_freeML,chi2red_HRC3_freeML,success_HRC3_freeML,Vflat_obs_km_s,Mbar_eff_Msun
ESO444-G084,7,3.493855453113933e-10,3.227874226194456,5.187546698183744,0.8645911163639574,True,4.2013958416048604e-10,3.88155077768601,0.11269478031956907,2.8139471252036046,0.5627894250407209,True,3.413777055120388e-10,3.1538920593798756,5.729057704265129,0.9548429507108548,True,4.150250651355752e-10,3.8342991831039357,0.10619297242400631,3.0524469363528977,0.6104893872705796,True,61.66212709572607,277528111.9006337
ESO563-G021,30,4.4676911447661215e-10,4.127573475867406,584.868163408627,20.167867703745756,True,1.6562450618277318e-10,1.5301579641970504,0.9802813809340619,481.83634057054167,17.2084407346622,True,3.063799634504072e-10,2.830557819907953,471.70627757453616,16.265733709466765,True,2.806103690680152e-10,2.5924798265774833,0.5251985274911785,470.1160828895141,16.789860103196933,True,316.68527392822267,212810550931.14005
F561-1,6,1.3092035389711446e-11,0.12095361176207539,4.911334257405116,0.9822668514810232,True,1.0824013602392006e-12,0.010000000000000009,0.9119390946244839,3.1734772000812757,0.7933693000203189,True,6.461974291353903e-12,0.05970035264853947,4.91515387700043,0.983030775400086,True,1.0824013602392006e-12,0.010000000000000009,0.8986449655596833,3.232437797955856,0.808109449488964,True,50.0,3294630218.1007013
F563-1,17,2.5941676251640575e-10,2.396678090455072,24.283805884334694,1.5177378677709183,True,1.2399903116791829e-10,1.1455919746859498,2.0810455081083137,16.153265419913556,1.0768843613275705,True,2.5462826261008693e-10,2.352438494292142,24.059936587283893,1.5037460367052433,True,1.4041347300097702e-10,1.2972403598046762,1.5629808020129987,16.58234877708953,1.1054899184726352,True,110.89766568128397,5788499023.089401
F563-V1,6,4.581847031163108e-12,0.042330388703046035,1.8987019941834595,0.3797403988366919,True,1.0824013602392006e-12,0.010000000000000009,0.9394937551008425,0.959583235269019,0.23989580881725475,True,2.273391872490007e-12,0.021003224459987844,1.911015106368721,0.3822030212737442,True,1.0824013602392006e-12,0.010000000000000009,0.8502189290889208,1.1915506009475711,0.2978876502368928,True,28.46666666666667,946068558.6429583
F563-V2,10,5.034635823133849e-10,4.651357627656016,8.555531544811277,0.9506146160901419,True,1.3793045555368593e-10,1.2743004639536364,2.5,3.459551534036285,0.4324439417545356,True,4.912600790047174e-10,4.538612912461177,8.493174844169136,0.9436860937965706,True,9.402830322038737e-11,0.868700896676701,2.347619165893232,2.482924674403151,0.31036558430039385,True,117.21381903153585,5424786682.065426
F565-V2,7,2.0562563342417281e-10,1.8997170640910102,1.6410785230651643,0.27351308717752737,True,2.1986856578668167e-10,2.0313034874428926,0.3892515801892234,1.6201812505009443,0.3240362501001889,True,2.0089786166383325e-10,1.856038518091264,1.637463903769266,0.272910650628211,True,2.145535088622633e-10,1.9821991799312701,0.3957486382892504,1.6184313077947214,0.3236862615589443,True,78.79184880431987,1409089767.2333944
F568-1,12,4.772073439364971e-10,4.408783668112161,12.746105331884468,1.1587368483531335,True,1.55150574710643e-10,1.4333922739745661,2.078854105948836,8.060851819692564,0.8060851819692564,True,4.657530451626328e-10,4.302960641694927,12.828048045840967,1.1661861859855425,True,1.8475738798295042e-10,1.7069212472360615,1.4693459967825633,8.526405183982735,0.8526405183982735,True,132.21523579201934,6489659885.128942
F568-3,18,1.2653697327092795e-10,1.1690393038952258,44.446050391047514,2.6144735524145597,True,1.4436183028742372e-10,1.3337181159447289,0.42690739163115476,44.310596925943045,2.7694123078714403,True,1.1554765286248308e-10,1.0675120810726646,43.81680928115294,2.577459369479585,True,1.2553526805106077e-10,1.1597848327104723,0.46048623954482926,43.78176461649269,2.736360288530793,True,104.58609703644359,8417111661.211921
F568-V1,15,5.844239409334084e-10,5.399327480559122,20.61131534060236,1.4722368100430256,True,1.2772292489513547e-10,1.1799959754938778,2.5,4.458805569073124,0.34298504377485567,True,5.747738026854411e-10,5.310172582917135,20.380927296166565,1.4557805211547545,True,7.45532484349804e-11,0.6887763742139505,2.5,1.8403028056365986,0.14156175427973836,True,114.00591099819947,4533065923.098667
