density_contrast,collocation_interior_equilibrium_u,collocation_m_in_R,collocation_f_in_over_f_out_equilibrium,collocation_u_center,collocation_u_surface,collocation_surface_flux_at_R,collocation_surface_flux_integral_to_R,collocation_flux_integral_relative_difference,collocation_linear_volume_source_to_R,collocation_surface_flux_to_linear_volume_source,collocation_far_yukawa_amplitude,collocation_far_amplitude_spread_Rplus3_to_Rplus5,collocation_linear_far_amplitude_same_profile,collocation_far_amplitude_to_linear_far_amplitude,collocation_collocation_nodes,collocation_collocation_max_rms_residual,fd_interior_equilibrium_u,fd_m_in_R,fd_f_in_over_f_out_equilibrium,fd_u_center,fd_u_surface,fd_surface_flux_at_R,fd_surface_flux_integral_to_R,fd_flux_integral_relative_difference,fd_linear_volume_source_to_R,fd_surface_flux_to_linear_volume_source,fd_far_yukawa_amplitude,fd_far_amplitude_spread_Rplus3_to_Rplus5,fd_linear_far_amplitude_same_profile,fd_far_amplitude_to_linear_far_amplitude,fd_finite_difference_h,fd_finite_difference_iterations,fd_finite_difference_relative_residual,max_method_relative_difference
10.0,1.6638721607825588,1.80409539074365,1.6638721607825588,1.3273782329104673,1.1683697687346088,0.3323585132803912,0.3323584858397105,8.256350248691721e-08,0.4364988253542576,0.761419032481136,0.16279142750916298,0.0006020361422858368,0.18322084463572597,0.8884984011116196,2163,9.588939657208401e-07,1.6638721607825588,1.80409539074365,1.6638721607825588,1.3273785031563337,1.1683699320484902,0.3323479269348173,0.3323473139023991,1.8445535515820315e-06,0.4364878334582244,0.7614139535154439,0.16279144004190724,0.0006015165555506856,0.18322084463572597,0.8884984695140128,0.0025,5,4.330253095116935e-10,3.1852187174007683e-05
100.0,3.346070566559444,3.741645435396725,3.346070566559444,3.0821412875550633,2.1323995165079976,2.5792890128812243,2.5792887196767804,1.1367647274169278e-07,4.801487078896834,0.537185453277077,0.909052550369462,0.0033645646092111325,2.0154292909929854,0.45104661048246414,4517,9.914483175804424e-07,3.346070566559444,3.741645435396725,3.346070566559444,3.082140804452861,2.1324002885981757,2.5791702668289673,2.579166775962858,1.3534859947973355e-06,4.8013661680404685,0.5371742492786333,0.909052468593924,0.003364034427704771,2.0154292909929854,0.45104656990771497,0.0025,5,4.0308440825836313e-11,4.603828871595792e-05
1000.0,7.097778112198615,7.997275654210423,7.097778112198615,7.083847656518792,4.874027329510195,12.282539098581601,12.282536397410775,2.1991962727978371e-07,48.451369614322594,0.25350241275637314,2.0603595229877625,0.0076351232922650366,20.33751375456558,0.10130832843445434,4409,9.58429744872288e-07,7.097778112198615,7.997275654210423,7.097778112198615,7.083846538043486,4.874030804498489,12.281363649783472,12.281371933707993,6.745113302718735e-07,48.45014951386291,0.2534845356105545,2.0603606743723533,0.007634587036204048,20.33751375456558,0.10130838504828653,0.0025,6,3.695059190259539e-12,9.570079840128452e-05
10000.0,15.24011744635792,17.20037209833013,15.24011744635792,15.240111576762859,11.020479985030669,49.51349859143457,49.51347648703433,4.464319980258065e-07,484.95019496858026,0.10210017256440639,2.994482910238419,0.011107744552855682,203.55835839029154,0.014710685102387017,2711,9.870226768909755e-07,15.24011744635792,17.20037209833013,15.24011744635792,15.240111570463332,11.020499688916843,49.50298383130978,49.50325052190105,5.387334941908945e-06,484.93798297208735,0.10208106102127935,2.9944923807148,0.011107228797881603,203.55835839029154,0.014710731627012464,0.0025,7,3.9474145612363763e-13,0.0002123614857345407
