N,H,q,p,F,V,rho_m,rho_r,constraint_signed,constraint_abs,constraint_rel
-7.32,39413.81235351953,0.0008878394803658205,0.000575782067989124,1.0000088784342167,2.0997412796935246,3099911762.5602603,1560499683.2447793,-9.5367431640625e-07,9.5367431640625e-07,-2.046330730809189e-16
-7.299999999999997,38121.94317523843,0.000899401161906011,0.0005803835500725555,1.0000089940520653,2.099741817255053,2919386955.2198625,1440522766.1344054,-9.5367431640625e-07,9.5367431640625e-07,-2.187371704684586e-16
-7.280000000000001,36874.049189890204,0.0009110547185329702,0.0005849694571706191,1.0000091105886866,2.0997423590884887,2749375094.2346063,1329770112.7607834,0.0,0.0,0.0
-7.259999999999998,35668.571468799055,0.0009227998316153741,0.0005895390780394534,1.0000092280408943,2.0997429051790206,2589263953.26998,1227532528.025864,-9.5367431640625e-07,9.5367431640625e-07,-2.4986250132933996e-16
-7.240000000000002,34504.00848500778,0.0009346361684133584,0.000594091713131795,1.0000093464053614,2.0997434555111836,2438476959.2778397,1133155342.342004,4.76837158203125e-07,4.76837158203125e-07,1.3350678839659247e-16
-7.219999999999999,33378.91393535433,0.0009465633823161018,0.0005986266749559088,1.0000094656786225,2.0997440100688642,2296471116.2102103,1046034219.5112352,-4.76837158203125e-07,4.76837158203125e-07,-1.4265860784352586e-16
-7.199999999999996,32291.89464676849,0.0009585811130863549,0.0006031432884176178,1.000009585857075,2.0997445688353182,2162735049.647387,965611286.9105955,-4.76837158203125e-07,4.76837158203125e-07,-1.5242466996404255e-16
-7.18,31241.60856349474,0.0009706889871116828,0.0006076408911452489,1.000009706936983,2.0997451317931772,2036787165.297503,891371563.2026205,-4.76837158203125e-07,4.76837158203125e-07,-1.6284539264216702e-16
-7.159999999999997,30226.762812091016,0.0009828866176620332,0.0006121188337972885,1.00000982891448,2.0997456989244654,1918173914.736769,822839660.696537,0.0,0.0,0.0
-7.140000000000001,29246.111841174912,0.000995173605153241,0.0006165764803525801,1.0000099517855703,2.099746270210608,1806468162.1455672,759576741.2442183,-4.76837158203125e-07,4.76837158203125e-07,-1.8582572626964896e-16
-7.119999999999997,28298.45563299469,0.0010075495374162256,0.0006210132083829869,1.000010075546132,2.0997468456324433,1701267646.157799,701177706.1776211,0.0,0.0,0.0
-7.100000000000001,27382.637984036413,0.001020013989971396,0.000625428409308391,1.0000102001919213,2.0997474251702415,1602193531.2857916,647268602.2944579,4.76837158203125e-07,4.76837158203125e-07,2.1197829945200664e-16
-7.079999999999998,26497.544851965533,0.0010325665263080496,0.000629821488634032,1.0000103257185728,2.0997480088037097,1508889043.7030497,597504227.280837,0.0,0.0,0.0
-7.060000000000002,25642.10276632825,0.001045206698168269,0.0006341918661701239,1.0000104521216047,2.0997485965120104,1421018186.4734027,551565919.2380651,2.384185791015625e-07,2.384185791015625e-07,1.2086611575012243e-16
-7.039999999999999,24815.27730051747,0.0010579340458351063,0.000638538976233825,1.0000105793964198,2.099749188273773,1338264529.5988464,509159516.15842247,2.384185791015625e-07,2.384185791015625e-07,1.2905460410030072e-16
-7.019999999999996,24016.071602625678,0.001070748098424564,0.0006428622678335626,1.0000107075383096,2.099749784067108,1260330070.5299897,470013472.28414434,2.384185791015625e-07,2.384185791015625e-07,1.3778684574075614e-16
-7.0,23243.52498288242,0.0010836483741811296,0.0006471612048358418,1.0000108365424567,2.0997503838696194,1186934161.0348933,433877119.2874425,2.384185791015625e-07,2.384185791015625e-07,1.4709829681422118e-16
-6.979999999999997,22496.711555474914,0.0010966343807764756,0.0006514352661146349,1.0000109664039383,2.099750987658421,1117812496.5622272,400519061.1373775,-2.384185791015625e-07,2.384185791015625e-07,-1.570266899629413e-16
-6.960000000000001,21774.73893263545,0.0011097056156109245,0.0006556839456834866,1.0000110971177287,2.0997515954101473,1052716164.459583,369725692.3753474,0.0,0.0,0.0
-6.939999999999998,21076.746968952877,0.0011228615661174571,0.0006599067528105452,1.0000112286787024,2.099752207100972,991410747.6188694,341299830.31079566,-2.384185791015625e-07,2.384185791015625e-07,-1.7889749107889564e-16
-6.920000000000002,20401.906553959867,0.0011361017100677759,0.0006641032121166723,1.0000113610816372,2.0997528227066167,933675480.321707,315059452.37888545,0.0,0.0,0.0
-6.899999999999999,19749.418451107533,0.0011494255158802395,0.0006682728636569099,1.000011494321218,2.0997534422023705,879302453.2442135,290836530.5745674,0.0,0.0,0.0
-6.8799999999999955,19118.512181328526,0.00116283244292919,0.0006724152629855088,1.0000116283920386,2.0997540655630997,828095864.7590146,268475955.49975634,-2.384185791015625e-07,2.384185791015625e-07,-2.1742176320814793e-16
-6.859999999999999,18508.444949446264,0.0011763219418554679,0.0006765299812048283,1.0000117632886054,2.099754692763266,779871315.8378277,247834543.1336001,-1.1920928955078125e-07,1.1920928955078125e-07,-1.1599553341705073e-16
-6.839999999999996,17918.5006117646,0.0011898934548777442,0.0006806166049983923,1.0000118990053415,2.0997553237769404,734455146.0157392,228780117.9658871,0.0,0.0,0.0
-6.82,17347.988683236817,0.0012035464161043118,0.0006846747366484023,1.0000120355365876,2.099755958577814,691683808.0260723,211190666.62257662,-1.1920928955078125e-07,1.1920928955078125e-07,-1.3203307062139948e-16
-6.799999999999997,16796.243382668057,0.0012172802518451464,0.0006887039940380812,1.0000121728766074,2.0997565971392183,651403278.8534448,194953556.5635885,2.384185791015625e-07,2.384185791015625e-07,2.816998321902642e-16
-6.780000000000001,16262.622714477506,0.0012310943809237854,0.0006927040106391564,1.0000123110195893,2.099757239434134,613468505.0846721,179964814.85006303,0.0,0.0,0.0
-6.759999999999998,15746.507585591286,0.0012449882149888937,0.0006966744354849013,1.0000124499596499,2.09975788543521,577742880.5596871,166128462.36253548,0.0,0.0,0.0
-6.740000000000002,15247.300956105497,0.0012589611588250664,0.0007006149331290717,1.0000125896908378,2.099758535114776,544097754.4419205,153355899.20693594,0.0,0.0,0.0
-6.719999999999999,14764.427022400016,0.0012730126106627537,0.0007045251835911849,1.000012730207135,2.099759188444856,512411967.93622756,141565337.37274212,-1.1920928955078125e-07,1.1920928955078125e-07,-1.8228352604943934e-16
-6.699999999999996,14297.330431446526,0.0012871419624868824,0.000708404882288509,1.0000128715024619,2.099759845397184,482571417.9864438,130681277.01051553,1.1920928955078125e-07,1.1920928955078125e-07,1.9438852876660097e-16
-6.68,13845.475525093687,0.0013013486003440392,0.0007122537399552189,1.0000130135706793,2.099760505943218,454468646.3810982,120634022.97508888,0.0,0.0,0.0
-6.659999999999997,13408.345613165924,0.001315631904647912,0.0007160714825491403,1.0000131564055912,2.0997611700541543,428002452.78775585,111359238.53868411,-1.1920928955078125e-07,1.1920928955078125e-07,-2.2101919918250964e-16
-6.640000000000001,12985.442274257663,0.0013299912504826932,0.0007198578511465062,1.000013300000949,2.0997618377009406,403077530.3225801,102797533.41622958,0.0,0.0,0.0
-6.619999999999997,12576.284683143069,0.0013444260079043416,0.0007236126018252103,1.0000134443504536,2.0997625088542913,379604122.342532,94894083.46474676,-5.960464477539063e-08,5.960464477539063e-08,-1.2561616415433912e-16
-6.600000000000001,12180.408963772354,0.0013589355422393133,0.0007273355055369677,1.0000135894477582,2.0997631834847015,357497699.224577,87598279.62168689,1.1920928955078125e-07,1.1920928955078125e-07,2.6782827671777314e-16
-6.579999999999998,11797.367566856316,0.0013735192143807123,0.0007310263479688859,1.000013735286472,2.0997638615624585,336678653.9676726,80863403.83412547,5.960464477539063e-08,5.960464477539063e-08,1.4275123514369494e-16
-6.560000000000002,11426.728671089337,0.0013881763810814883,0.0007346849293948651,1.000013881860163,2.099764543057659,317072015.5216417,74646329.90374617,-5.960464477539063e-08,5.960464477539063e-08,-1.5216199382022408e-16
-6.539999999999999,11068.075607089073,0.0014029063952446467,0.0007383110645173348,1.0000140291623603,2.0997652279402192,298607178.8103537,68907247.33191678,5.960464477539063e-08,5.960464477539063e-08,1.6218314219798877e-16
-6.519999999999996,10721.006303175827,0.0014177086062101224,0.0007419045822997524,1.0000141771865574,2.0997659161798903,281217650.4772385,63609406.39659848,0.0,0.0,0.0
-6.5,10385.132752141424,0.0014325823600382685,0.000745465325790363,1.0000143259262155,2.099766607746271,264840809.43735793,58718882.82865163,0.0,0.0,0.0
-6.479999999999997,10060.080498195324,0.0014475269997897347,0.0007489931519376699,1.000014475374765,2.0997673026088197,249417681.37384593,54204360.58068917,5.960464477539063e-08,5.960464477539063e-08,1.963119804460917e-16
-6.460000000000001,9745.488143307293,0.0014625418658015265,0.0007524879313980727,1.00001462552561,2.0997680007368693,234892726.3667076,50036931.297470376,0.0,0.0,0.0
-6.439999999999998,9441.006872192489,0.0014776262959592188,0.0007559495483361595,1.0000147763721292,2.099768702099638,221213638.88907287,46189909.20371938,5.960464477539063e-08,5.960464477539063e-08,2.2290147132477673e-16
-6.420000000000002,9146.299995220723,0.0014927796259650223,0.0007593779002180759,1.0000149279076798,2.0997694066662427,208331159.45084462,42638660.22406855,2.9802322387695312e-08,2.9802322387695312e-08,1.187486295242758e-16
-6.399999999999999,8861.042508552795,0.0015080011896017377,0.0007627728975984641,1.0000150801256,2.0997701144057106,196198897.21128857,39360444.24086285,-5.960464477539063e-08,5.960464477539063e-08,-2.5303451723303297e-16
-6.3799999999999955,8584.92067084088,0.0015232903189923057,0.0007661344639013791,1.0000152330192111,2.099770825286992,184773162.92193142,36334269.47977975,0.0,0.0,0.0
-6.359999999999999,8317.631595849958,0.0015386463448549754,0.0007694625351956585,1.0000153865818209,2.0997715392789726,174012811.5980612,33540758.09080227,0.0,0.0,0.0
-6.339999999999996,8058.882860386241,0.001554068596753926,0.0007727570599651662,1.0000155408067246,2.099772256350483,163879094.35233033,30962022.063818995,-2.9802322387695312e-08,2.9802322387695312e-08,-1.529570483617399e-16
-6.32,7808.392126942279,0.001569556403345192,0.0007760179988743319,1.0000156956872095,2.099772976470312,154335518.8569333,28581548.684295453,0.0,0.0,0.0
-6.299999999999997,7565.886780488433,0.0015851090926179384,0.0007792453245294309,1.0000158512165553,2.0997736996072183,145347717.93178144,26384094.795518246,0.0,0.0,0.0
-6.280000000000001,7331.103578867824,0.0016007259921308331,0.0007824390212359857,1.0000160073880382,2.0997744257299393,136883325.78556073,24355589.19035784,0.0,0.0,0.0
-6.259999999999998,7103.7883162674825,0.001616406429243622,0.0007855990847527285,1.0000161641949317,2.0997751548072032,128911861.46389815,22483042.507496692,0.0,0.0,0.0
-6.240000000000002,6883.695499264606,0.001632149731343661,0.0007887255220424823,1.0000163216305098,2.099775886807741,121404619.08502677,20754464.0551761,2.9802322387695312e-08,2.9802322387695312e-08,2.0964064545988042e-16
-6.219999999999999,6670.588034961119,0.0016479552260675306,0.0007918183510203832,1.0000164796880493,2.0997766217002938,114334564.46758255,19158785.029826682,-1.4901161193847656e-08,1.4901161193847656e-08,-1.116247439708584e-16
-6.199999999999996,6464.23693074385,0.001663822241517504,0.0007948776002997851,1.000016638360831,2.0997773594536238,107676237.7783701,17685787.637940362,1.4901161193847656e-08,1.4901161193847656e-08,1.188650302575505e-16
-6.18,6264.421005221335,0.0016797501064729715,0.0007979033089362363,1.0000167976421435,2.0997781000365263,101405661.84945458,16326039.667305693,0.0,0.0,0.0
-6.159999999999997,6070.926609908627,0.001695738150596728,0.0008008955261698758,1.000016957525283,2.0997788434178366,95500255.83445273,15070834.08864633,0.0,0.0,0.0
-6.140000000000001,5883.54736124804,0.0017117857046360383,0.0008038543111665783,1.0000171180035577,2.0997795895664404,89938753.89311089,13912133.300910586,-2.9802322387695312e-08,2.9802322387695312e-08,-2.8697224058796993e-16
-6.119999999999997,5702.0838825675755,0.0017278921006186,0.0008067797327582088,1.0000172790702877,2.0997803384512834,84701128.6112933,12842517.663180266,-1.4901161193847656e-08,1.4901161193847656e-08,-1.52764033765429e-16
-6.100000000000001,5526.343555598117,0.0017440566720432166,0.0008096718691822763,1.000017440718808,2.0997810900413794,79768518.88067505,11855137.983640991,0.0,0.0,0.0
-6.079999999999998,5356.140281181127,0.0017602787540653493,0.000812530807821328,1.0000176029424706,2.0997818443058187,75123161.97836459,10943671.661367964,-1.4901161193847656e-08,1.4901161193847656e-08,-1.731347628364864e-16
-6.060000000000002,5191.294248817116,0.0017765576836773658,0.0008153566449423507,1.0000177657346456,2.099782601213778,70748329.60192932,10102282.200097121,0.0,0.0,0.0
-6.039999999999999,5031.631714714806,0.0017928927998836716,0.0008181494854364994,1.000017929088723,2.099783360734526,66628267.62942504,9325581.834720282,1.4901161193847656e-08,1.4901161193847656e-08,1.961870384058888e-16
-6.019999999999996,4876.984788018023,0.0018092834438705547,0.000820909442559396,1.000018092998115,2.099784122837435,62748139.38755138,8608597.031196458,-1.4901161193847656e-08,1.4901161193847656e-08,-2.0882626509026468e-16
-6.0,4727.191224896685,0.0018257289591709026,0.0008236366376722896,1.000018257456257,2.0997848874919844,59093972.22359746,7946736.63895304,7.450580596923828e-09,7.450580596923828e-09,1.1113516682586632e-16
-5.979999999999997,4582.094230202515,0.0018422286918237528,0.0008263311999843167,1.0000184224566095,2.099785654667771,55652607.18879629,7335762.491847054,-7.450580596923828e-09,7.450580596923828e-09,-1.1828501652488793e-16
-5.960000000000001,4441.542266401765,0.0018587819905286425,0.0008289932662960981,1.00001858799266,2.099786424334515,52411651.65190477,6771762.269434083,7.450580596923828e-09,7.450580596923828e-09,1.2588966804931254e-16
-5.939999999999998,4305.388869506602,0.0018753882067949355,0.0008316229807449218,1.000018754057923,2.0997871964620667,49359434.67233575,6251124.444758785,7.450580596923828e-09,7.450580596923828e-09,1.339777990706925e-16
-5.920000000000002,4173.492471740583,0.0018920466950859735,0.0008342204945517013,1.000018920645944,2.099787971020415,46484964.972175024,5770515.15825401,-7.450580596923828e-09,7.450580596923828e-09,-1.4257988404163057e-16
-5.899999999999999,4045.7162306808173,0.001908756812958283,0.0008367859657699502,1.0000190877502984,2.0997887479796913,43777891.35570014,5326856.869656074,-7.450580596923828e-09,7.450580596923828e-09,-1.517283062756685e-16
-5.8799999999999955,3921.9278646324587,0.0019255179211956936,0.0008393195590369334,1.0000192553645941,2.0997895273101777,41228465.43390247,4917308.651241405,0.0,0.0,0.0
-5.859999999999999,3801.9994939980975,0.001942329383938561,0.0008418214453272113,1.0000194234824729,2.0997903089823127,38827506.51975395,4539247.996189434,0.0,0.0,0.0
-5.839999999999996,3685.807488415503,0.001959190568808089,0.0008442918017087342,1.0000195920976107,2.0997910929666954,36566368.5678151,4190254.0255851955,0.0,0.0,0.0
-5.82,3573.232319445874,0.0019761008470257383,0.0008467308111016473,1.0000197612037203,2.0997918792340937,34436909.03913853,3868091.98653016,0.0,0.0,0.0
-5.799999999999997,3464.1584186018645,0.0019930595935279283,0.0008491386620399795,1.000019930794551,2.0997926677554464,32431459.579327196,3570698.9420931004,0.0,0.0,0.0
-5.780000000000001,3358.474040515068,0.002010066187075913,0.000851515548436333,1.0000201008638905,2.099793458501872,30542798.404181857,3296170.5614716606,0.0,0.0,0.0
-5.759999999999998,3256.0711310479705,0.0020271200103610687,0.0008538616693497327,1.0000202714055657,2.0997942514446697,28764124.293471795,3042748.9257728676,0.0,0.0,0.0
-5.740000000000002,3156.8452001654005,0.002044220450105483,0.0008561772287567344,1.0000204424134442,2.099795046555329,27089032.099201147,2808811.2713313554,-3.725290298461914e-09,3.725290298461914e-09,-1.2460062723112004e-16
-5.719999999999999,3060.695199385297,0.002061366897158092,0.0008584624353259314,1.0000206138814347,2.099795843805528,25511489.68015267,2592859.5984809697,-3.725290298461914e-09,3.725290298461914e-09,-1.3255208235551492e-16
-5.699999999999996,2967.5234036379115,0.002078558746586253,0.0008607175021959377,1.0000207858034877,2.0997966431671427,24025816.17966813,2393511.0792432423,0.0,0.0,0.0
-5.68,2877.235297367163,0.0020957953977629724,0.0008629426467569663,1.000020958173597,2.0997974446122485,22626661.568426322,2209489.20250699,-3.725290298461914e-09,3.725290298461914e-09,-1.4999465971447389e-16
-5.659999999999997,2789.739464715593,0.0021130762544498017,0.0008651380904360802,1.0000211309858007,2.0997982481131263,21308987.378557462,2039615.599998949,3.725290298461914e-09,3.725290298461914e-09,1.595508719240554e-16
-5.640000000000001,2704.9474836404024,0.0021304007248754172,0.000867304058486186,1.0000213042341808,2.099799053642262,20068048.55972005,1882802.5007042456,0.0,0.0,0.0
-5.619999999999997,2622.7738238129095,0.0021477682218101067,0.0008694407797788638,1.000021477912865,2.0997998611723556,18899376.39179063,1738045.7654177027,-3.725290298461914e-09,3.725290298461914e-09,-1.805113977436819e-16
-5.600000000000001,2543.1357481611753,0.0021651781626360533,0.0008715484866010678,1.0000216520160279,2.0998006706763195,17798762.392648075,1604418.4568251793,3.725290298461914e-09,3.725290298461914e-09,1.9199377278465104e-16
-5.579999999999998,2465.9532179190796,0.0021826299694136944,0.0008736274144557779,1.0000218265378895,2.099801482127284,16762243.163088923,1481064.9039397251,0.0,0.0,0.0
-5.560000000000002,2391.1488010522776,0.0022001230689440297,0.0008756778018666308,1.0000220014727184,2.0998022954986,15786086.11431239,1367195.2228863346,0.0,0.0,0.0
-5.539999999999999,2318.647583934637,0.0022176568928271656,0.0008776998901865862,1.0000221768148303,2.0998031107638417,14866776.026566053,1262080.2589480795,3.725290298461914e-09,3.725290298461914e-09,2.3097048839198667e-16
-5.519999999999996,2248.3770861553767,0.0022352308775169796,0.0008796939234106464,1.0000223525585898,2.0998039278968084,14001002.390560338,1165046.917486836,1.862645149230957e-09,1.862645149230957e-09,1.2281675032874478e-16
-5.5,2180.267178340221,0.0022528444643721375,0.0008816601479926705,1.000022528698411,2.0998047468715275,13185647.486058166,1075473.8538394775,0.0,0.0,0.0
-5.479999999999997,2114.2500028753157,0.0022704970997034953,0.0008835988126662991,1.000022705228757,2.0998055676622576,12417775.154713772,992787.4945906408,-3.725290298461914e-09,3.725290298461914e-09,-2.777877269269477e-16
-5.460000000000001,2050.2598974268767,0.0022881882348178926,0.0008855101682699962,1.0000228821441404,2.0998063902434874,11694620.226733228,916458.3647448687,0.0,0.0,0.0
-5.439999999999998,1988.233321152837,0.0023059173260585853,0.0008873944675762341,1.0000230594391253,2.0998072145899425,11013578.563274236,845997.6972787434,0.0,0.0,0.0
-5.420000000000002,1928.108783508046,0.0023236838348422006,0.0008892519651248054,1.0000232371083257,2.0998080406765824,10372197.678735565,780954.3033634733,0.0,0.0,0.0
-5.399999999999999,1869.8267755468942,0.0023414872276925013,0.0008910829170602792,1.0000234151464071,2.0998088684786045,9768167.909157934,720911.6832158008,0.0,0.0,0.0
-5.3799999999999955,1813.3297036323347,0.002359326976270849,0.0008928875809735798,1.0000235935480861,2.099809697971445,9199314.094940662,665485.3590776015,0.0,0.0,0.0
-5.359999999999999,1758.5618254625101,0.0023772025574035956,0.0008946662157476856,1.0000237723081309,2.0998105291307807,8663587.747916901,614320.4132455236,0.0,0.0,0.0
-5.339999999999996,1705.4691883303713,0.0023951134531064386,0.0008964190814074319,1.0000239514213618,2.0998113619325287,8159059.674583095,567089.215385929,-1.862645149230957e-09,1.862645149230957e-09,-2.1345552597157555e-16
-5.32,1653.9995695348398,0.0024130591506057435,0.0008981464389733873,1.0000241308826512,2.0998121963528495,7683913.028919892,523489.32458233106,-9.313225746154785e-10,9.313225746154785e-10,-1.1347345922977876e-16
-5.299999999999997,1604.1024188645215,0.002431039142357084,0.0008998485503197979,1.0000243106869235,2.099813032368146,7236436.7697826065,483241.55268084304,-1.862645149230957e-09,1.862645149230957e-09,-2.412852666615538e-16
-5.280000000000001,1555.7288030790369,0.0024490529260608744,0.0009015256780365511,1.000024490829156,2.099813869955065,6815019.499306305,446088.17653295194,0.0,0.0,0.0
-5.259999999999998,1508.8313523147174,0.0024671000046753906,0.0009031780852951464,1.0000246713043783,2.0998147090904973,6418143.660131702,411791.28768737003,0.0,0.0,0.0
-5.240000000000002,1463.364208345351,0.00248517988642704,0.0009048060357186212,1.000024852107673,2.09981554975158,6044380.070560708,380131.26896381914,0.0,0.0,0.0
-5.219999999999999,1419.2829746301634,0.0025032920848181784,0.0009064097932554105,1.0000250332341745,2.0998163919156934,5692382.77795748,350905.3881531919,0.0,0.0,0.0
-5.199999999999996,1376.544668084863,0.002521436118632343,0.0009079896220570829,1.000025214679071,2.0998172355604656,5360884.211866086,323926.49983935466,0.0,0.0,0.0
-5.18,1335.1076725130738,0.002539611511937142,0.0009095457863599228,1.0000253964376034,2.099818080663769,5048690.619387288,299021.847029521,9.313225746154785e-10,9.313225746154785e-10,1.7415338142685972e-16
-5.159999999999997,1294.9316936384303,0.0025578177940848205,0.0009110785503703086,1.0000255785050651,2.0998189272037213,4754677.766378396,276031.95491967147,0.0,0.0,0.0
-5.140000000000001,1255.977715679816,0.0025760544997104964,0.0009125881781538316,1.0000257608768028,2.099819775158687,4477786.888996801,254809.60971141176,0.0,0.0,0.0
-5.119999999999997,1218.2079594139163,0.002594321168728323,0.0009140749335281176,1.0000259435482153,2.0998206245072755,4217020.881005697,235218.91594100013,0.0,0.0,0.0
-5.100000000000001,1181.5858416721312,0.002612617346325434,0.0009155390799592853,1.0000261265147548,2.099821475228341,3971440.7031154153,217134.42628448468,-4.656612873077393e-10,4.656612873077393e-10,-1.11174096077083e-16
-5.079999999999998,1146.0759362200254,0.0026309425829539592,0.0009169808804620006,1.0000263097719255,2.099822327300983,3740162.0014269543,200440.3382664893,-4.656612873077393e-10,4.656612873077393e-10,-1.1817001540123135e-16
-5.060000000000002,1111.64393597028,0.002649296434320978,0.0009184005975030556,1.000026493315285,2.099823180704545,3522351.922803428,185029.75272906592,-9.313225746154785e-10,9.313225746154785e-10,-2.512074905237267e-16
-5.039999999999999,1078.2566164811294,0.002667678461376672,0.0009197984929084312,1.0000266771404422,2.0998240354186137,3317226.1156985206,170803.98931207584,-9.313225746154785e-10,9.313225746154785e-10,-2.670051536005335e-16
-5.019999999999996,1045.881800694841,0.0026860882303005687,0.0009211748277737679,1.0000268612430598,2.0998248914230206,3124045.905644277,157671.95456202346,-9.313225746154785e-10,9.313225746154785e-10,-2.837909955627739e-16
-5.0,1014.4883248718188,0.0027045253124860823,0.0009225298623781969,1.000027045618851,2.0998257486978376,2942115.6352248997,145549.55862293707,0.0,0.0,0.0
-4.979999999999997,984.0460056779766,0.0027229892845233726,0.0009238638561014663,1.0000272302635822,2.0998266072233798,2770780.158958477,134359.17677419144,4.656612873077393e-10,4.656612873077393e-10,1.6028868047799316e-16
-4.960000000000001,954.5256083846075,0.0027414797281805057,0.0009251770673442946,1.0000274151730708,2.0998274669802015,2609422.4840660524,124029.15236730971,4.656612873077393e-10,4.656612873077393e-10,1.7035638142708456e-16
-4.939999999999998,925.8988161410889,0.00275999623038316,0.0009264697534519,1.0000276003431863,2.0998283279490986,2457461.548630694,114493.33797874088,0.0,0.0,0.0
-4.920000000000002,898.1382002828585,0.0027785383831927216,0.000927742170640626,1.0000277857698492,2.0998291901111044,2314350.129147439,105690.6718405472,4.656612873077393e-10,4.656612873077393e-10,1.9241860842652804e-16
-4.899999999999999,871.2171916378072,0.002797105783783054,0.0009289945739276167,1.0000279714490314,2.0998300534474903,2179572.869927163,97564.7868365936,0.0,0.0,0.0
-4.8799999999999955,845.110052796258,0.002815698034415787,0.0009302272170634599,1.0000281573767555,2.099830917939764,2052644.427259818,90063.6495605861,0.0,0.0,0.0
-4.859999999999999,819.7918513104087,0.002834314742414357,0.000931440352467744,1.0000283435490949,2.0998317835696687,1933107.7216526726,83139.22712461589,0.0,0.0,0.0
-4.839999999999996,795.2384337907445,0.0028529555201367877,0.0009326342311674585,1.000028529962173,2.0998326503191826,1820532.291850322,76747.17958468315,0.0,0.0,0.0
-4.82,771.4264008680796,0.0028716199849471965,0.0009338091027381692,1.0000287166121635,2.099833518170515,1714512.7447095022,70846.57601369284,0.0,0.0,0.0
-4.799999999999997,748.3330829907597,0.002890307759186254,0.00093496521524791,1.0000289034952898,2.0998343871061067,1614667.2953455793,65399.632403762385,-2.3283064365386963e-10,2.3283064365386963e-10,-1.3858397472437552e-16
-4.780000000000001,725.9365170281424,0.002909018470140444,0.0009361028152037148,1.0000290906078249,2.099835257108629,1520636.392294888,60371.46971959113,0.0,0.0,0.0
-4.759999999999998,704.2154236520032,0.002927751750010379,0.0009372221475007326,1.0000292779460909,2.099836128160984,1432081.4227408164,55729.890553539684,0.0,0.0,0.0
-4.740000000000002,683.1491854690795,0.0029465072358780256,0.0009383234553738497,1.0000294655064583,2.0998370002462954,1348683.4931421883,51445.172952311455,2.3283064365386963e-10,2.3283064365386963e-10,1.6629207022600388e-16
-4.719999999999999,662.717825878425,0.0029652845696730864,0.0009394069803517644,1.0000296532853468,2.0998378733479175,1270142.2808718164,47489.88009496573,2.3283064365386963e-10,2.3283064365386963e-10,1.7670354405606008e-16
-4.699999999999996,642.9019886287011,0.002984083398138392,0.0009404729622134362,1.0000298412792235,2.099838747449425,1196174.9527308687,43838.68460360364,2.3283064365386963e-10,2.3283064365386963e-10,1.877642651412134e-16
-4.68,623.6829180510082,0.003002903372794508,0.0009415216389468517,1.0000300294846038,2.099839622534616,1126515.1464437607,40468.2063616753,0.0,0.0,0.0
-4.659999999999997,605.042439944009,0.003021744149903545,0.0009425532467100395,1.0000302178980505,2.0998404985875094,1060912.0114661902,37356.86280140965,2.3283064365386963e-10,2.3283064365386963e-10,2.1199744793669928e-16
-4.640000000000001,586.962943088929,0.0030406053904321385,0.0009435680197942647,1.0000304065161731,2.0998413755923426,999129.3056523956,34484.73070170465,0.0,0.0,0.0
-4.619999999999997,569.4273613725984,0.0030594867600138172,0.0009445661905893465,1.0000305953356279,2.099842253533569,940944.5445280737,31833.41861148424,0.0,0.0,0.0
-4.600000000000001,552.4191564978514,0.0030783879289105922,0.0009455479895510235,1.0000307843531175,2.0998431323958577,886148.2001061352,29385.949081630137,0.0,0.0,0.0
-4.579999999999998,535.9223012609492,0.0030973085719740176,0.0009465136451703134,1.0000309735653907,2.0998440121640924,834542.9463594682,27126.649951337786,2.3283064365386963e-10,2.3283064365386963e-10,2.7020806728695944e-16
-4.560000000000002,519.9212633768134,0.0031162483686055543,0.0009474633839447921,1.0000311629692413,2.099844892823367,785942.9486342586,25041.053992788547,0.0,0.0,0.0
-4.539999999999999,504.4009898331678,0.00313520700271648,0.0009483974303517403,1.0000313525615085,2.099845774358985,740173.1944443648,23115.80627149315,-1.1641532182693481e-10,1.1641532182693481e-10,-1.5251759353839709e-16
-4.519999999999996,489.34689175572674,0.0031541841626871853,0.0009493160068230828,1.000031542339076,2.099846656756458,697068.8632374541,21338.578629121774,0.0,0.0,0.0
-4.5,474.7448297668922,0.003173179541326051,0.000950219333722067,1.000031732298872,2.099847540001504,656474.7328629312,19697.99074119915,0.0,0.0,0.0
-4.479999999999997,460.58109982124483,0.0031921928358278734,0.000951107629321617,1.0000319224378684,2.0998484240800446,618244.6206044969,18183.537244173313,0.0,0.0,0.0
-4.460000000000001,446.8424195016998,0.0032112237477318092,0.000951981109784293,1.0000321127530807,2.099849308978202,582240.8567645717,16785.52046522685,0.0,0.0,0.0
-4.439999999999998,433.5159147606022,0.0032302719828790336,0.0009528399891438094,1.0000323032415672,2.0998501946823014,548333.7889045752,15494.988324058122,1.1641532182693481e-10,1.1641532182693481e-10,2.064720584833438e-16
-4.420000000000002,420.58910709086797,0.0032493372513699393,0.0009536844792880362,1.000032493900429,2.0998510811788633,516401.31495620724,14303.677009008341,0.0,0.0,0.0
-4.399999999999999,408.04990111250316,0.0032684192675211123,0.0009545147899434349,1.0000326847268093,2.0998519684546055,486328.4435220207,13203.958060450137,5.820766091346741e-11,5.820766091346741e-11,1.1652380515524166e-16
-4.3799999999999955,395.88657256064715,0.0032875177498219157,0.0009553311286608606,1.000032875717893,2.0998528564964385,458006.8797822651,12188.78952260495,5.820766091346741e-11,5.820766091346741e-11,1.2379399633846795e-16
