N,H,q,p,F,V,rho_m,rho_r,constraint_signed,constraint_abs,constraint_rel
-54.76,3.663799154067613e+45,7.988350154600668e-19,3.5292212556097154e-19,1.0,2.0997,1.99590559916823e+71,4.0270272724039674e+91,0.0,0.0,0.0
-54.74,3.520139534403407e+45,8.075146901574966e-19,3.3373196692334876e-19,1.0,2.0997,1.8796731056788541e+71,3.7174147025009494e+91,7.237005577332262e+75,7.237005577332262e+75,1.946784568443077e-16
-54.72,3.3821128889973475e+45,8.132527190361473e-19,3.634979190208959e-19,1.0,2.0997,1.7702094656604982e+71,3.4316062781765955e+91,-7.237005577332262e+75,7.237005577332262e+75,-2.108926546543588e-16
-54.7,3.249498345769631e+45,8.184999182458662e-19,2.436835744280495e-19,1.0,2.0997,1.667120491774225e+71,3.1677718497478707e+91,0.0,0.0,0.0
-54.68,3.1220836931583866e+45,8.268544154437657e-19,3.84553562057506e-19,1.0,2.0997,1.5700349523644481e+71,2.924221976125653e+91,0.0,0.0,0.0
-54.66,2.9996650405362414e+45,8.363543634581652e-19,4.682598847822956e-19,1.0,2.0997,1.4786032346244693e+71,2.6993971066245874e+91,0.0,0.0,0.0
-54.64,2.882046491941669e+45,8.424317204370475e-19,3.6517097985740576e-19,1.0,2.0997,1.392496085612311e+71,2.4918575945139845e+91,-3.618502788666131e+75,3.618502788666131e+75,-1.4521306500951508e-16
-54.62,2.7690398326035396e+45,8.491762611696478e-19,2.766985893989939e-19,1.0,2.0997,1.31140342658453e+71,2.3002744783635115e+91,0.0,0.0,0.0
-54.6,2.660464227757619e+45,8.542316538359687e-19,2.5245743987272916e-19,1.0,2.0997,1.235033236378198e+71,2.1234209721533833e+91,0.0,0.0,0.0
-54.58,2.5561459332720454e+45,8.583219179968769e-19,2.049513774003419e-19,1.0,2.0997,1.163110499818756e+71,1.9601646096549645e+91,0.0,0.0,0.0
-54.56,2.4559180176199597e+45,8.600901504217776e-19,6.733089145865217e-20,1.0,2.0997,1.0953762173687507e+71,1.8094599927811058e+91,0.0,0.0,0.0
-54.54,2.3596200947531518e+45,8.631253277754791e-19,9.122354734155921e-20,1.0,2.0997,1.0315864724495577e+71,1.6703420974688622e+91,0.0,0.0,0.0
-54.519999999999996,2.267098067450418e+45,8.65372362927981e-19,1.7047819601555533e-19,1.0,2.0997,9.715115530782759e+70,1.5419200942312263e+91,-3.618502788666131e+75,3.618502788666131e+75,-2.3467511722585416e-16
-54.5,2.1782038807290206e+45,8.687122282463706e-19,1.4942803804756109e-19,1.0,2.0997,9.149351246564695e+70,1.4233716438068896e+91,0.0,0.0,0.0
-54.48,2.0927952849250364e+45,8.720202512055482e-19,1.1685444507607182e-19,1.0,2.0997,8.616534509319445e+70,1.3139376313813393e+91,-1.8092513943330656e+75,1.8092513943330656e+75,-1.3769690060790816e-16
-54.46,2.010735608063768e+45,8.717663598167754e-19,5.468982042064437e-20,1.0,2.0997,8.114746603281792e+70,1.2129173056606716e+91,0.0,0.0,0.0
-54.44,1.9318935371551813e+45,8.745927334202394e-19,1.1718780383969708e-19,1.0,2.0997,7.642180549994026e+70,1.1196637916705874e+91,0.0,0.0,0.0
-54.42,1.8561429080653392e+45,8.781061206526153e-19,1.9109466640007143e-19,1.0,2.0997,7.197134601231725e+70,1.0335799485483764e+91,0.0,0.0,0.0
-54.4,1.7833625036266486e+45,8.830784918359266e-19,3.131513777649007e-19,1.0,2.0997,6.778006110872037e+70,9.541145458024524e+90,1.8092513943330656e+75,1.8092513943330656e+75,1.896262248901577e-16
-54.38,1.7134358596647443e+45,8.909961655912e-19,3.3296692034200495e-19,1.0,2.0997,6.383285763636758e+70,8.807587335555183e+90,1.8092513943330656e+75,1.8092513943330656e+75,2.0541963711552791e-16
-54.36,1.646251078630758e+45,8.971981088794566e-19,3.7009820186826763e-19,1.0,2.0997,6.011552139926163e+70,8.130427841678802e+90,-9.046256971665328e+74,9.046256971665328e+74,-1.1126421816686858e-16
-54.34,1.5817006505415657e+45,9.082205498841456e-19,5.454013750242514e-19,1.0,2.0997,5.661466597175103e+70,7.505330843770837e+90,0.0,0.0,0.0
-54.32,1.5196812809406862e+45,9.207823898001024e-19,6.696759341721088e-19,1.0,2.0997,5.331768449291402e+70,6.928293586924575e+90,0.0,0.0,0.0
-54.3,1.460093725605277e+45,9.348912255321936e-19,7.386204112593442e-19,1.0,2.0997,5.021270426825976e+70,6.395621062655694e+90,9.046256971665328e+74,9.046256971665328e+74,1.4144454280580832e-16
-54.28,1.4028426317341312e+45,9.505455426128172e-19,7.815185652758726e-19,1.0,2.0997,4.72885440152027e+70,5.90390234823223e+90,0.0,0.0,0.0
-54.26,1.3478363853627968e+45,9.645149775652469e-19,7.019462264319367e-19,1.0,2.0997,4.453467359835549e+70,5.4499887651235485e+90,9.046256971665328e+74,9.046256971665328e+74,1.6598670862508194e-16
-54.24,1.2949869647618264e+45,9.788180238328573e-19,6.8246145802827165e-19,1.0,2.0997,4.194117610968192e+70,5.030973716709143e+90,9.046256971665328e+74,9.046256971665328e+74,1.7981125485947991e-16
-54.22,1.2442097995830766e+45,9.918582303342726e-19,6.966995178561744e-19,1.0,2.0997,3.949871215690934e+70,4.64417407613568e+90,-9.046256971665328e+74,9.046256971665328e+74,-1.947872070116831e-16
-54.2,1.1954236355292582e+45,1.0069548807851388e-18,6.896214265354186e-19,1.0,2.0997,3.719848623163119e+70,4.287113005145966e+90,0.0,0.0,0.0
-54.18,1.14855040432958e+45,1.018754603805683e-18,5.796114292953839e-19,1.0,2.0997,3.503221503597117e+70,3.957504093856925e+90,0.0,0.0,0.0
-54.16,1.1035150988139844e+45,1.028696501749563e-18,4.386494877666618e-19,1.0,2.0997,3.2992097653774417e+70,3.653236719931313e+90,0.0,0.0,0.0
-54.14,1.060245652885617e+45,1.0358566761988223e-18,3.116314870487548e-19,1.0,2.0997,3.1070787458873664e+70,3.3723625333885447e+90,0.0,0.0,0.0
-54.12,1.0186728261996543e+45,1.0388747702689714e-18,1.3488676560900037e-19,1.0,2.0997,2.926136565930058e+70,3.1130829805127734e+90,-4.523128485832664e+74,4.523128485832664e+74,-1.4529418310229668e-16
-54.1,9.787300933640856e+44,1.0420428300562789e-18,9.913234274924684e-20,1.0,2.0997,2.7557316382170083e+70,2.873737786969415e+90,4.523128485832664e+74,4.523128485832664e+74,1.57395309563113e-16
-54.08,9.40353537484775e+44,1.0439602791667243e-18,1.4272074319036982e-19,1.0,2.0997,2.5952503209487924e+70,2.65279432638039e+90,4.523128485832664e+74,4.523128485832664e+74,1.7050430336241913e-16
-54.06,9.034817478849072e+44,1.0474637439021297e-18,2.0805333249588427e-19,1.0,2.0997,2.444114708042706e+70,2.4488378062835013e+90,-4.523128485832664e+74,4.523128485832664e+74,-1.8470510681543367e-16
-54.04,8.680557218346952e+44,1.0531538722420393e-18,2.8917312054562043e-19,1.0,2.0997,2.301780548046236e+70,2.2605622086298616e+90,-4.523128485832664e+74,4.523128485832664e+74,-2.0008865354668366e-16
-54.019999999999996,8.340187701345168e+44,1.05947832501789e-18,3.449960843472571e-19,1.0,2.0997,2.1677352842440547e+70,2.0867619268100755e+90,4.523128485832664e+74,4.523128485832664e+74,2.167534507756203e-16
-54.0,8.01316426400059e+44,1.0680583490659046e-18,4.511768782961685e-19,1.0,2.0997,2.0414962089002162e+70,1.926324045655684e+90,-4.523128485832664e+74,4.523128485832664e+74,-2.348062100991465e-16
-53.98,7.698963599044518e+44,1.0751833537077978e-18,3.476131016678037e-19,1.0,2.0997,1.92260872498892e+70,1.7782212149823754e+90,0.0,0.0,0.0
-53.96,7.397082918380193e+44,1.0788107519571627e-18,1.1077285410363494e-19,1.0,2.0997,1.8106447091541932e+70,1.641505071041761e+90,-4.523128485832664e+74,4.523128485832664e+74,-2.7554764012773447e-16
-53.94,7.107039148513692e+44,1.0782463412682663e-18,-1.3663366787948949e-19,1.0,2.0997,1.7052009700033825e+70,1.5153001637551867e+90,0.0,0.0,0.0
-53.92,6.828368157534129e+44,1.073765259176467e-18,-1.8543147846693695e-19,1.0,2.0997,1.6058977961826402e+70,1.398798350844781e+90,2.261564242916332e+74,2.261564242916332e+74,1.616790755830172e-16
-53.9,6.560624012402757e+44,1.070052450208099e-18,-1.6904749819931602e-19,1.0,2.0997,1.5123775890059136e+70,1.2912536229634694e+90,2.261564242916332e+74,2.261564242916332e+74,1.751448516927269e-16
-53.88,6.30337826536576e+44,1.0667633868438555e-18,-1.801427565251822e-19,1.0,2.0997,1.4243035747134623e+70,1.1919773266885635e+90,0.0,0.0,0.0
-53.86,6.056219268345674e+44,1.0643429371956498e-18,-1.3073248850470633e-19,1.0,2.0997,1.3413585917223606e+70,1.1003337547884426e+90,-2.261564242916332e+74,2.261564242916332e+74,-2.0553438745966264e-16
-53.84,5.81875151421738e+44,1.0624169171677815e-18,-8.515277279971338e-20,1.0,2.0997,1.2632439485026667e+70,1.0157360755262115e+90,0.0,0.0,0.0
-53.82,5.5905950039116124e+44,1.0588177716648945e-18,-1.889338598389958e-19,1.0,2.0997,1.189678347964736e+70,9.376425749328446e+89,-2.261564242916332e+74,2.261564242916332e+74,-2.4119683804655615e-16
-53.8,5.3713846383359845e+44,1.0521379093738231e-18,-3.9474677977702937e-19,1.0,2.0997,1.1203968744862546e+70,8.65553187988554e+89,-2.261564242916332e+74,2.261564242916332e+74,-2.6128541541992894e-16
-53.78,5.160769634138277e+44,1.0431532589724695e-18,-4.2624798926956264e-19,1.0,2.0997,1.0551500399298254e+70,7.990062964993117e+89,0.0,0.0,0.0
-53.76,4.958412962378024e+44,1.034715133353621e-18,-4.833029137694226e-19,1.0,2.0997,9.937028852159112e+69,7.375757731643524e+89,0.0,0.0,0.0
-53.74,4.763990809208829e+44,1.0229149411677977e-18,-5.269768999758798e-19,1.0,2.0997,9.358341342166825e+69,6.808682529067859e+89,0.0,0.0,0.0
-53.72,4.577192057706545e+44,1.0130062164310609e-18,-5.644214445246708e-19,1.0,2.0997,8.813353969227913e+69,6.285206139939562e+89,0.0,0.0,0.0
-53.7,4.397717790016374e+44,9.991620371980865e-19,-6.523918408710717e-19,1.0,2.0997,8.300104190143029e+69,5.801976528187951e+89,-1.130782121458166e+74,1.130782121458166e+74,-1.9489601792845015e-16
-53.68,4.22528080902e+44,9.870076137541075e-19,-5.858095231758874e-19,1.0,2.0997,7.816743751330479e+69,5.355899374521813e+89,-1.130782121458166e+74,1.130782121458166e+74,-2.1112833576323956e-16
-53.66,4.059605178759375e+44,9.752644815610823e-19,-6.147707427648665e-19,1.0,2.0997,7.361532033119323e+69,4.944118262222982e+89,-5.65391060729083e+73,5.65391060729083e+73,-1.1435629787602835e-16
-53.64,3.9004257828801175e+44,9.617907192009954e-19,-7.001465449112231e-19,1.0,2.0997,6.932829781636306e+69,4.563996386326794e+89,-1.130782121458166e+74,1.130782121458166e+74,-2.4776139719256976e-16
-53.62,3.747487900388626e+44,9.472985124398896e-19,-7.070676090064063e-19,1.0,2.0997,6.529093205721504e+69,4.213099669067746e+89,0.0,0.0,0.0
-53.6,3.600546798044534e+44,9.332616640172078e-19,-7.445106652301137e-19,1.0,2.0997,6.14886841761456e+69,3.889181173472624e+89,0.0,0.0,0.0
-53.58,3.459367338734879e+44,9.160992359190436e-19,-8.580973672543681e-19,1.0,2.0997,5.79078619738568e+69,3.5901667152916924e+89,-5.65391060729083e+73,5.65391060729083e+73,-1.5748323283175063e-16
-53.56,3.323723605204976e+44,8.996635930212752e-19,-7.868904437411577e-19,1.0,2.0997,5.453557062267018e+69,3.314141581139029e+89,0.0,0.0,0.0
-53.54,3.193398538542207e+44,8.849217190841062e-19,-7.38023658689609e-19,1.0,2.0997,5.135966623120972e+69,3.059338267789051e+89,0.0,0.0,0.0
-53.519999999999996,3.068183590835796e+44,8.708963974645302e-19,-6.954054974847684e-19,1.0,2.0997,4.83687121132778e+69,2.824125164122212e+89,0.0,0.0,0.0
-53.5,2.947878391455509e+44,8.586441432812871e-19,-5.668590284171589e-19,1.0,2.0997,4.5551937603431765e+69,2.606996103243096e+89,0.0,0.0,0.0
-53.48,2.8322904264157738e+44,8.474040675810575e-19,-5.620536962585722e-19,1.0,2.0997,4.2899199270954616e+69,2.4065607178699338e+89,-2.826955303645415e+73,2.826955303645415e+73,-1.1746868810139874e-16
-53.46,2.721234730312527e+44,8.354639166520249e-19,-5.926554615915493e-19,1.0,2.0997,4.040094439254823e+69,2.2215355372377276e+89,-2.826955303645415e+73,2.826955303645415e+73,-1.2725231067698653e-16
-53.44,2.61453359033878e+44,8.246050593655104e-19,-5.444950001267985e-19,1.0,2.0997,3.804817655221126e+69,2.0507357685029378e+89,-2.826955303645415e+73,2.826955303645415e+73,-1.3785078248813725e-16
-53.42,2.5120162619065268e+44,8.138476068065419e-19,-5.258785019137658e-19,1.0,2.0997,3.5832423244424304e+69,1.893067710024852e+89,2.826955303645415e+73,2.826955303645415e+73,1.4933196993827035e-16
-53.4,2.413518695418672e+44,8.026123856666278e-19,-5.786171240778098e-19,1.0,2.0997,3.374570536397857e+69,1.7475217479406346e+89,-2.826955303645415e+73,2.826955303645415e+73,-1.61769391824556e-16
-53.38,2.318883273754971e+44,7.892911194434068e-19,-6.664192812206627e-19,1.0,2.0997,3.178050847257959e+69,1.6131658911901715e+89,-2.826955303645415e+73,2.826955303645415e+73,-1.752426901091819e-16
-53.36,2.227958560050728e+44,7.762636364931808e-19,-6.731121159094091e-19,1.0,2.0997,2.9929755738748264e+69,1.489139803590994e+89,0.0,0.0,0.0
-53.34,2.1405990553657735e+44,7.628317612181887e-19,-7.082489426845573e-19,1.0,2.0997,2.8186782453593488e+69,1.3746492947498527e+89,0.0,0.0,0.0
-53.32,2.0566649658548617e+44,7.488053111201777e-19,-6.683483654459237e-19,1.0,2.0997,2.6545312030649095e+69,1.2689612345324337e+89,1.4134776518227075e+73,1.4134776518227075e+73,1.1138856045066836e-16
-53.3,1.9760219790679118e+44,7.3591839209578905e-19,-6.28951641160814e-19,1.0,2.0997,2.4999433403391823e+69,1.1713988585278403e+89,-2.826955303645415e+73,2.826955303645415e+73,-2.4133157404628184e-16
-53.28,1.898541049021338e+44,7.239108303029003e-19,-7.069672645148563e-19,1.0,2.0997,2.3543579739016404e+69,1.0813374344457128e+89,2.826955303645415e+73,2.826955303645415e+73,2.6143137318597455e-16
-53.26,1.8240981896968634e+44,7.06807766834121e-19,-6.651346430955552e-19,1.0,2.0997,2.2172508391818303e+69,9.982002616966122e+88,0.0,0.0,0.0
-53.24,1.7525742766376314e+44,6.948575530300288e-19,-6.71230993965169e-19,1.0,2.0997,2.0881282024013555e+69,9.21454978539575e+88,1.4134776518227075e+73,1.4134776518227075e+73,1.533962792260285e-16
-53.22,1.6838548563234479e+44,6.8153224430649815e-19,-6.781354359892909e-19,1.0,2.0997,1.966525082598624e+69,8.506101531492177e+88,1.4134776518227075e+73,1.4134776518227075e+73,1.6617220551501563e-16
-53.2,1.6178299630209341e+44,6.662405162214807e-19,-7.451602897035925e-19,1.0,2.0997,1.8520035771952676e+69,7.852121367744951e+88,0.0,0.0,0.0
-53.18,1.5543939428146974e+44,6.510942512652921e-19,-7.664903318901859e-19,1.0,2.0997,1.7441512850736076e+69,7.248421588377063e+88,0.0,0.0,0.0
-53.16,1.4934452845386921e+44,6.357879355527209e-19,-7.523670766880898e-19,1.0,2.0997,1.6425798214877105e+69,6.691136453732566e+88,0.0,0.0,0.0
-53.14,1.434886457336623e+44,6.189970780753552e-19,-8.779135128690634e-19,1.0,2.0997,1.5469234194583125e+69,6.176697436344134e+88,0.0,0.0,0.0
-53.12,1.3786237545917094e+44,6.003270550272483e-19,-9.20683310166877e-19,1.0,2.0997,1.4568376126166642e+69,5.7018103701736266e+88,-1.4134776518227075e+73,1.4134776518227075e+73,-2.4789980024882264e-16
-53.1,1.3245671439762492e+44,5.832955404604683e-19,-9.143993450236826e-19,1.0,2.0997,1.3719979947539592e+69,5.2634343567041925e+88,7.067388259113537e+72,7.067388259113537e+72,1.3427332384437538e-16
-53.08,1.272630123380527e+44,5.62145263416891e-19,-1.0966884181755901e-18,1.0,2.0997,1.292099051607984e+69,4.858762292806606e+88,7.067388259113537e+72,7.067388259113537e+72,1.4545655525434533e-16
-53.06,1.2227295824911381e+44,5.377460690018392e-19,-1.2510844667928446e-18,1.0,2.0997,1.2168530606822403e+69,4.485202895696859e+88,7.067388259113537e+72,7.067388259113537e+72,1.575712052155778e-16
-53.04,1.1747856697966076e+44,5.102014593855264e-19,-1.3329876996292592e-18,1.0,2.0997,1.1459890551339728e+69,4.1403641098783915e+88,7.067388259113537e+72,7.067388259113537e+72,1.7069484884799458e-16
-53.019999999999996,1.128721664808062e+44,4.8237950049983325e-19,-1.43169849351628e-18,1.0,2.0997,1.0792518480008974e+69,3.8220377898212495e+88,0.0,0.0,0.0
-53.0,1.084463855290023e+44,4.537966381283994e-19,-1.4362867566962153e-18,1.0,2.0997,1.0164011132525013e+69,3.5281855602915e+88,0.0,0.0,0.0
-52.98,1.0419414193050608e+44,4.252593874923774e-19,-1.3955303660786746e-18,1.0,2.0997,9.572105203567508e+68,3.256925763790334e+88,-7.067388259113537e+72,7.067388259113537e+72,-2.169956815622557e-16
-52.96,1.0010863118836932e+44,3.9479647819300443e-19,-1.5040967080341799e-18,1.0,2.0997,9.014669192457094e+68,3.0065214115226846e+88,7.067388259113537e+72,7.067388259113537e+72,2.3506861557770123e-16
-52.94,9.618331561377952e+43,3.651451277434549e-19,-1.5423179560294297e-18,1.0,2.0997,8.489695727450631e+68,2.775369060737977e+88,3.533694129556769e+72,3.533694129556769e+72,1.2732339563579161e-16
-52.92,9.241191386437486e+43,3.35946916860806e-19,-1.4487566419503287e-18,1.0,2.0997,7.995294337034716e+68,2.561988547222991e+88,0.0,0.0,0.0
-52.9,8.878839089274496e+43,3.0734101934184914e-19,-1.4127246152618146e-18,1.0,2.0997,7.529684642186267e+68,2.365013507196863e+88,0.0,0.0,0.0
-52.88,8.530694828907835e+43,2.785224024716762e-19,-1.4107388536307794e-18,1.0,2.0997,7.091189945085216e+68,2.183182627918646e+88,0.0,0.0,0.0
-52.86,8.196201500245931e+43,2.4926842460491573e-19,-1.4625720810488519e-18,1.0,2.0997,6.678231191190288e+68,2.0153315709790094e+88,0.0,0.0,0.0
-52.84,7.874823842600781e+43,2.1963902409096295e-19,-1.4614230930459141e-18,1.0,2.0997,6.289321282939266e+68,1.860385516559812e+88,-3.533694129556769e+72,3.533694129556769e+72,-1.899441861970204e-16
-52.82,7.5660475831557e+43,1.907507036389452e-19,-1.42900869635828e-18,1.0,2.0997,5.923059724588774e+68,1.717352280917286e+88,0.0,0.0,0.0
-52.8,7.269378614019911e+43,1.6227344240354991e-19,-1.4588644006436945e-18,1.0,2.0997,5.578127578918824e+68,1.585315963019101e+88,1.7668470647783843e+72,1.7668470647783843e+72,1.1145078369195076e-16
-52.78,6.984342201550137e+43,1.3061183033248743e-19,-1.5559780637822707e-18,1.0,2.0997,5.253282717634059e+68,1.4634310796506265e+88,-1.7668470647783843e+72,1.7668470647783843e+72,-1.2073319265572754e-16
-52.76,6.710482226675217e+43,1.0012819260584552e-19,-1.50605798324282e-18,1.0,2.0997,4.947355348358822e+68,1.3509171514357193e+88,0.0,0.0,0.0
-52.74,6.447360455008966e+43,7.416935045350171e-20,-1.261732861842708e-18,1.0,2.0997,4.659243802122673e+68,1.2470537051044026e+88,-1.7668470647783843e+72,1.7668470647783843e+72,-1.4168171407104435e-16
-52.72,6.194555835580893e+43,5.120784139829134e-20,-1.068606087148738e-18,1.0,2.0997,4.387910566161352e+68,1.151175660003879e+88,0.0,0.0,0.0
-52.7,5.951663827065564e+43,2.924535309620839e-20,-1.1039637610380685e-18,1.0,2.0997,4.1323785477504495e+68,1.0626690693120215e+88,0.0,0.0,0.0
-52.68,5.718295750429458e+43,7.914416530181424e-21,-1.0897728952031125e-18,1.0,2.0997,3.8917275556156377e+68,9.809671886813878e+87,1.7668470647783843e+72,1.7668470647783843e+72,1.8011275862889694e-16
-52.66,5.494078166962197e+43,-1.2527619545158691e-20,-9.785911943347597e-19,1.0,2.0997,3.6650909862513213e+68,9.055468471407209e+87,0.0,0.0,0.0
-52.64,5.278652280694675e+43,-3.155489345593996e-20,-9.05510539487615e-19,1.0,2.0997,3.4516527032108997e+68,8.359250970144929e+87,1.7668470647783843e+72,1.7668470647783843e+72,2.1136428025533383e-16
-52.62,5.071673364248737e+43,-4.79873842874017e-20,-7.9755897071966295e-19,1.0,2.0997,3.2506440981341246e+68,7.716561214089031e+87,0.0,0.0,0.0
-52.6,4.87281020720036e+43,-6.337920552351499e-20,-7.642210630062984e-19,1.0,2.0997,3.061341322927755e+68,7.123283794618803e+87,8.834235323891922e+71,8.834235323891922e+71,1.240191403094965e-16
-52.58,4.681744586071719e+43,-7.845752581363433e-20,-7.406956210066168e-19,1.0,2.0997,2.8830626831292376e+68,6.575619710763557e+87,-8.834235323891922e+71,8.834235323891922e+71,-1.3434833084144545e-16
-52.56,4.498170755106309e+43,-9.337782735849857e-20,-7.800798926008865e-19,1.0,2.0997,2.7151661830713526e+68,6.070062042628099e+87,-8.834235323891922e+71,8.834235323891922e+71,-1.455378093642523e-16
-52.54,4.3217949570099457e+43,-1.120321839689174e-19,-9.376561102557815e-19,1.0,2.0997,2.557047214003911e+68,5.60337349513098e+87,0.0,0.0,0.0
-52.519999999999996,4.1523349528768985e+43,-1.3014487844803502e-19,-8.794225086741783e-19,1.0,2.0997,2.408136376849291e+68,5.172565668264958e+87,0.0,0.0,0.0
-52.5,3.9895195705472156e+43,-1.4730281738066384e-19,-8.232556700558512e-19,1.0,2.0997,2.2678974317507297e+68,4.774879921133772e+87,0.0,0.0,0.0
-52.48,3.8330882706732533e+43,-1.6351442181105426e-19,-8.344532523521046e-19,1.0,2.0997,2.1358253670296364e+68,4.407769707231861e+87,8.834235323891922e+71,8.834235323891922e+71,2.0042415803614976e-16
-52.46,3.6827907298015323e+43,-1.8144229782470515e-19,-8.630229668516047e-19,1.0,2.0997,2.011444580598068e+68,4.068884267853631e+87,-8.834235323891922e+71,8.834235323891922e+71,-2.1711689845019976e-16
-52.44,3.5383864398013673e+43,-1.9971736795899948e-19,-9.06979120332857e-19,1.0,2.0997,1.8943071672775e+68,3.7560535792110583e+87,0.0,0.0,0.0
-52.42,3.399644323000968e+43,-2.177086779191433e-19,-9.292232635885382e-19,1.0,2.0997,1.7839913058563902e+68,3.4672744568738134e+87,4.417117661945961e+71,4.417117661945961e+71,1.2739452030366672e-16
-52.4,3.2663423624134596e+43,-2.3461945845614487e-19,-8.639704015322474e-19,1.0,2.0997,1.6800997400781941e+68,3.2006977285490218e+87,0.0,0.0,0.0
-52.38,3.138267246462727e+43,-2.500974928871588e-19,-7.282966589538498e-19,1.0,2.0997,1.5822583480897994e+68,2.954616393066224e+87,0.0,0.0,0.0
-52.36,3.0152140276390105e+43,-2.663200561767627e-19,-7.703114481663739e-19,1.0,2.0997,1.490114795198528e+68,2.727454689741319e+87,0.0,0.0,0.0
-52.34,2.8969857945395254e+43,-2.814476394181114e-19,-7.489440312801756e-19,1.0,2.0997,1.4033372650871667e+68,2.5177580081291412e+87,4.417117661945961e+71,4.417117661945961e+71,1.7543853093443906e-16
-52.32,2.783393356767861e+43,-2.965352001543858e-19,-7.590657743375273e-19,1.0,2.0997,1.3216132649162078e+68,2.324183573549838e+87,0.0,0.0,0.0
-52.3,2.6742549421892785e+43,-3.117372887320499e-19,-8.243556905855882e-19,1.0,2.0997,1.2446485000125305e+68,2.145491848747134e+87,0.0,0.0,0.0
-52.28,2.569395906056386e+43,-3.2684930414525255e-19,-7.412399107254321e-19,1.0,2.0997,1.1721658140906661e+68,1.9805385966177946e+87,4.417117661945961e+71,4.417117661945961e+71,2.230260833840431e-16
-52.26,2.4686484515401746e+43,-3.409637164439824e-19,-6.351777525844367e-19,1.0,2.0997,1.1039041911904947e+68,1.8282675531875107e+87,0.0,0.0,0.0
-52.24,2.3718513612195546e+43,-3.5714328091279843e-19,-7.979915529711364e-19,1.0,2.0997,1.0396178157382113e+68,1.6877036639157162e+87,0.0,0.0,0.0
-52.22,2.2788497390987957e+43,-3.740827691004801e-19,-9.24448054416518e-19,1.0,2.0997,9.790751873445697e+67,1.557946840017195e+87,0.0,0.0,0.0
-52.2,2.1894947627411676e+43,-3.914634287306454e-19,-8.942308229580936e-19,1.0,2.0997,9.220582871534938e+67,1.4381661948213004e+87,0.0,0.0,0.0
-52.18,2.103643445121022e+43,-4.1061498349199664e-19,-9.521708174285198e-19,1.0,2.0997,8.683617927385746e+67,1.327594723260193e+87,0.0,0.0,0.0
-52.16,2.0211584058142754e+43,-4.3090158120723467e-19,-9.817808832858954e-19,1.0,2.0997,8.177923387208239e+67,1.225524390418111e+87,0.0,0.0,0.0
-52.14,1.9419076511603166e+43,-4.50794928832103e-19,-1.0188779868901733e-18,1.0,2.0997,7.701678204442088e+67,1.1313015976904935e+87,-2.2085588309729804e+71,2.2085588309729804e+71,-1.9522281551459522e-16
-52.12,1.8657643630439143e+43,-4.720589049721582e-19,-1.0203954579433386e-18,1.0,2.0997,7.253167382022155e+67,1.044322997521399e+87,-2.2085588309729804e+71,2.2085588309729804e+71,-2.114823513620579e-16
-52.1,1.7926066959593682e+43,-4.915076877972497e-19,-9.812104603773228e-19,1.0,2.0997,6.830775796538759e+67,9.640316299195089e+86,0.0,0.0,0.0
-52.08,1.7223175820314897e+43,-5.106651071694372e-19,-9.688460981089755e-19,1.0,2.0997,6.432982382045886e+67,8.899133560124392e+86,0.0,0.0,0.0
-52.06,1.6547845436822337e+43,-5.307445106637545e-19,-1.0105671480780993e-18,1.0,2.0997,6.058354652583119e+67,8.214935658028856e+86,0.0,0.0,0.0
-52.04,1.5898995136423764e+43,-5.516628639774045e-19,-1.0055532308472526e-18,1.0,2.0997,5.705543543677891e+67,7.583341390440795e+86,0.0,0.0,0.0
-52.019999999999996,1.5275586620210009e+43,-5.7064975637037185e-19,-9.623273819199707e-19,1.0,2.0997,5.373278554256418e+67,7.00030639774617e+86,1.1042794154864902e+71,1.1042794154864902e+71,1.5774729743858434e-16
-52.0,1.4676622301554422e+43,-5.897346497336816e-19,-8.986647932322248e-19,1.0,2.0997,5.06036317146753e+67,6.462097265474539e+86,0.0,0.0,0.0
-51.980000000000004,1.4101143709761066e+43,-6.056855739662843e-19,-8.616239782922629e-19,1.0,2.0997,4.7656705619440174e+67,5.965267617700022e+86,1.1042794154864902e+71,1.1042794154864902e+71,1.8511816841375137e-16
-51.96,1.354822995630756e+43,-6.222890388846332e-19,-8.102787824789483e-19,1.0,2.0997,4.488139513985382e+67,5.506636048469686e+86,1.1042794154864902e+71,1.1042794154864902e+71,2.0053611783429436e-16
-51.94,1.3016996261227363e+43,-6.392974853599219e-19,-7.9443534435709695e-19,1.0,2.0997,4.22677061604947e+67,5.083265749944214e+86,0.0,0.0,0.0
-51.92,1.2506592537272626e+43,-6.56888616913061e-19,-8.976402154471158e-19,1.0,2.0997,3.980622657791428e+67,4.6924457068009e+86,0.0,0.0,0.0
-51.9,1.2016202029592722e+43,-6.750263624339974e-19,-9.583488485712146e-19,1.0,2.0997,3.7488092406898276e+67,4.3316733364796474e+86,5.521397077432451e+70,5.521397077432451e+70,1.2746568470280106e-16
-51.879999999999995,1.1545040008753327e+43,-6.942161996823457e-19,-9.101678238796573e-19,1.0,2.0997,3.530495586054569e+67,3.99863846411145e+86,5.521397077432451e+70,5.521397077432451e+70,1.3808192781087994e-16
-51.86,1.1092352515001329e+43,-7.122362753151009e-19,-8.531723079842771e-19,1.0,2.0997,3.3248955289219226e+67,3.6912085295116895e+86,0.0,0.0,0.0
